etd_file_id,advisor,author,degree,program,title,university,year,text
483,,"woodmansee, robert george",ph.d.,forestry,soil descriptions and simulation model of potassium cycling in colorado forests,colorado state university,1972,"['ABSTRACT OF THESIS SOIL DESCRIPTIONS AND SIMULATION MODEL OF POTASSIUM CYCLING IN COLORADO FORESTS Soils under mature stands of Pinus contorta, Pseudotsuga menziesii, and Picea engelmanii-Abies lasiocarpa, were described and analyzed for certain chemical properties and variability. Potassium and carbon were used in the development of a simulation model of forest growth and potassium dynamics. Profile characteristics recorded were color, texture, structure, consistence, thickness, stoniness, and content of roots. Chemical properties analyzed were pH, organic carbon, nitrogen, cation ex- change capacity, phosphorus and exchangeable calcium, magnesium, potassium, and sodium. Carbon-nitrogen ratios and percentages of base saturation were calculated. All soil horizons exhibited low fertility as expected in forest soils. The forest floor and surface mineral horizon in the Pseudo- tsuga menziesii stand contained unexpectedly high concentrations of calcium. In general, the soils under Pinus contorta were least variable and those under Picea engelmanii-Abies lasiocarpa were most variable. Coefficients of variation for soil reactions were usually less than 10% while some exchangeable bases had coefficients near 100%. If sampling procedures were used to insure that sample means would fall within 10% of the true mean with 95% confidence the required number of samples from the B2 horizon, for example, would be 1, 31, 36, 36, 41, 85, 113, 35, and 18 for pH, C, N, C/N ratios, Ca, Mg, K, C.E.C., iii and percent base saturation, respectively, in the Pinus contorta stand, and in the Picea engelmanii-Abies lasiocarpa stand 1, 60, 82, 14, 698, 585, 626, 106, and 585 samples, respectively, would be required. Values in the Pseudotsuga menziesii stand were generally intermediate. The simulation model utilized the SIMCOMP computer language developed in the U.S.I.B.P. Grassland Biome Program at Colorado State University. The forest simulated was assumed to be a pulse-stable, fire-maintained system resembling the Pinus contorta stand described in this study. The system was adjusted so inputs of nutrient via weathering and the atmosphere balanced outputs via leaching and erosion over a fire/growth cycle of 70 years, the assumed average frequency of fires. This balanced system was then perturbed by two different clear- cutting practice simulations. One clearcut practice simulated re- moval of the boles of trees and the scattering of slash which was left to decompose as litter. At the end of three cutting cycles of 210 years total biomass of plants was 13% smaller than the comparable stage in the fire-maintained system. Potassium losses from the system were 15 to 20% of the total nutrient capital. The other clearcut practice simulated bole removal and complete removal of slash from the system. This exercise of the model re- sulted in a 20% reduction in total biomass of plants and a 42% decrease in the potassium capital of the system. Robert G. Woodmansee Range Science Department Colorado State University Fort Collins, Colorado 80521 August, 1972 iv']"
484,,"addink, john william",ph.d.,agricultural engineering,water infiltration under center-pivots.,colorado state university,1972,"[""ABSTRACT OF DISSERTATION WATER INFILTRATION UNDER CENTER-PIVOTS - Center-pivot sprinkler systems have become popular in recent years because of their labor saving advantage over other systems and because of their ability to economically irrigate rolling terrain and light soils. A center-pivot system consists of a water pipeline sus - pended in the air by means of cables or trusses and self-propelled towers. The system revolves very slowly in a circle while distributing water to the soil by means of sprinklers connected above the pipeline. Center-pivots apply water at a high rate thereby causing runoff. This study examined the potential reduction in runoff by changing the normal symmetrical application rate pattern to a front-humped non- symmetrical application rate pattern. Laboratory experiments and a model were utilized in the study. The laboratory equipment consisted of a spray bar capable of applying varying rates to eight soil plots and a drying apparatus capable of drying the soil plots between tests. The model consisted of a numerical solution to a moisture flow equation which combined Darcy's law and the continuity equation. Two 2-step patterns and one constant application rate pattern were used in laboratory tests to study the relationships between time iii and infiltration rate, between depth of intake and infiltration rate, and to help develop the numerical model. Three simulated center-pivot application rate patterns were used in laboratory tests to help determine the most desirable type of center- pivot application rate pattern as well as to verify the numerical model. The model's predicted infiltration curves fit reasonably the laboratory infiltration data. The conclusion drawn, for the differences that existed between the model and laboratory data, was that the model erred in not including soil shrinking and swelling in calculating its hydraulic conductivity values. The numerical model was extended to predict conditions beyond the conditions of the laboratory infiltration tests. Possible effects of including shrinking and swelling in the extension of model tests are suggested. A modified potential intake rate theory used to study runoff under center-pivots was tested. The advantages and disadvantages of applying this theory are delineated. Some design considerations for selecting center-pivot application rate patterns are presented with a design graph being presented for one set of physical conditions. The main conclusions drawn from the study are that a numerical moisture-flow model can be a helpful research tool and that iv non-symmetrical application rate patterns have potential for reducing runoff ten percent or more under center-pivot sprinkler systems. John W. Addink Agricultural Engineering Department Colorado State University Fort Collins, Colorado 80521 August, 1972 V""]"
485,,"kilinc, mustafa yilmaz",ph.d.,civil engineering,mechanics of soil erosion from overland flow generated by simulated rainfall,colorado state university,1972,"['ABSTRACT OF DISSERTATION MECHANICS OF SOIL EROSION FROM OVERLAND FLOW GENERATED BY SIMULATED RAINFALL The mechanics of soil erosion from overland flow generated by simulated rainfall are studied experimentally and analytically. The experiments were conducted in a 4 foot-deep, 5 foot-wide and 16 foot long flume at the Colorado State University Engineering Research Center. Twenty-four runs were made with bare (without vegetation) sandy soil, using six different slopes (5.7 to 40 percent) and four different rainfall intensities (1.25 to 4.60 inches per hour) Four additional runs were made with 40 percent of soil surface covered by winter wheat. In each run, the sediment yield, mean velocity of flow, water discharge and temperature were measured, and the eroded material was analyzed for grain size distribution. Flow under rainfall conditions cannot be strictly called laminar, but neither is it turbulent. The Reynolds number (afx/v) range (0 to 130) was small in these experiments. The flow was influenced by viscosity, and perturbations are damped. Flow subjected to a con- tinuous series of perturbations, however, such as under raindrop impact in this study, appears turbulent and may be called agitated laminar flow. Froude numbers ranged from 0 to 5.4; that is, flow was of the supercritical type. Momentum and continuity equations for steady, spatially varied overland flow under rainfall were derived, and boundary shear stress, T was calculated from the momentum equation with a numerical approximation. The stream power was then related to sediment yield as iii a transport model. A longitudinal mean local velocity equation for steady spatially varied overland flow in terms of friction slope, rainfall excess, length of run, viscosity, and gravitational accelera- tion was also derived and tested. Predicted velocities with this equation were comparable to the velocities measured in the experimental runs. Dimensional analysis was performed on all variables, and the data were analyzed by computer, using a nonlinear multiple regression method. Prediction equations were developed from these methods of analysis and models were tested. It was concluded that sediment transport models from dimensional analysis, data analysis and analytical approaches are similar. Velocity, slope and rainfall intensities were found to be the most important variables affecting soil erosion. In sediment transport prediction equations, the slope and Reynolds number (defined as rainfall excess times length of run divided by kinematic viscosity) are dominant parameters. As expected, soil loss in the experimental flumes was found to decrease in the presence of vegetal cover. However, the decrease in soil loss diminished with increasing rainfall intensities. Sediment yield from overland flow for laboratory conditions can be predicted by the equations developed in this study. For field conditions, the equations can be used as first approximations of soil loss due to overland flow. The numerical constant of the prediction equations would need to be modified for different soil conditions. MUSTAFA YILMAZ KILINC DEPARTMENT OF CIVIL ENGINEERING COLORADO STATE UNIVERSITY FORT COLLINS, COLORADO MAY 1972 iv']"
486,,"nicoletti, john albert, jr.",ph.d.,psychotherapy,anxiety management training,colorado state university,1972,"['ABSTRACT OF DISSERTATION ANXIETY MANAGEMENT TRAINING This study investigated the effectiveness of an anxiety manage- ment training technique (AMT) in the treatment of generalized and public speaking anxiety. The effectiveness of AMT was determined by comparison with a waitlist control group and a no-problem control group. The subjects were 40 undergraduate students attending either Colorado State University (N=32) or Metropolitan State College (N=8). The subjects were referred by their respective counseling centers for either generalized anxiety (N=20) or public speaking anxiety (N=20). After an initial intake interview subjects were assigned randomly to either a treatment or waitlist group for their respective anxiety, each group having ten members. All subjects were administered the IPAT Anxiety Scale (IPAT), the Taylor Manifest Anxiety Scale (MAS), the Anxiety Symptom Check- list (ASCL) and the Public Speaking Anxiety Inventory (PSI). Subjects were administered the scales on two different occasions two weeks apart. The IPAT, MAS and ASCL were used as measures of general anxiety while the PSI was used as a measure of public speaking anxiety. iii Reproduced with permission of the copyright owner. Further reproduction prohibited without permission. Treatment consisted of five two hour sessions conducted over a two week period in the evenings. The first session involved the administration of the anxiety scales and training in relaxation. Session two, three and four involved the AMT treatment. AMT treat- ment involved training the subjects in controlling anxiety by having them arouse anxiety and terminate it by the use of deep muscle relax- ation. Session five involved readministering the scales and obtaining feedback from the subjects. It was predicted that AMT would be effective in significantly reducing both generalized and public speaking anxiety as compared to the waitlist control group. It was also predicted that AMT would lower the anxiety levels of the treatment groups to that of the no- problem group while the waitlist groups anxiety levels would remain unchanged. Predictions for the generalized anxiety subjects were made only with regard to the IPAT, MAS and ASCL. Predictions for the public speaking anxiety subjects were made only with regard to the PSI. Analysis of covariance designs were used to compare treatment groups to waitlist groups while analysis of variance designs were used to compare the anxiety groups to the no-problem group. For the general anxiety subjects, results showed that there were no significant differences between the general anxiety treatment group (GAT) and the general anxiety waitlist group (GAW) on the pretest scores for the scales. The generalized anxiety people (GAT + GAW) iv Reproduced with permission of the copyright owner. Further reproduction prohibited without permission. were significantly different from the no-problem group (NPC) on the pretest scores. Results of the analysis of covariance comparisons on the posttests indicated a significant reduction in anxiety for the GAT on the IPAT and MAS as compared to the GAW. The ASCL total scores were not significantly reduced, but an analysis of the subscales indi- cated a significant drop in the frequency and intensity scales. However, no significant reduction was obtained in the interference subscale. For both the GAT and GAW posttest scores remained significantly higher as compared to the NPC. For the public speaking anxiety subjects, results showed that there were no significant differences between the public speaking anxiety treatment (PST) and the public speaking anxiety waitlist group (PSW) on the pretest scores for the scales. The public speaking anxiety people (PST + PSW) were significantly different from the no- problem group on the pretest scores of the PSI. Results of the analysis of covariance comparison on the posttest scores for the PSI indicated a significant reduction in anxiety for the PST as compared to the PSW. Both the PST and PSW were not significantly different from the NPC on the posttest scores for the PSI. It was concluded that AMT was effective in reducing both gene- ralized and public speaking anxiety when compared to a waitlist group. However, further research was indicated because of the discrepancies y Reproduced with permission of the copyright owner. Further reproduction prohibited without permission. found in the present study. Some suggestions were made concerning the implication and considerations involved in the use of AMT treat- ment method. John A. Nicoletti Jr. Psychology Department Colorado State University Fort Collins, Colorado 80521 August, 1972 vi Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
487,,"stockhouse, robert erland, ii",ph.d.,botany,biosystematic studies of oenothera (l.) subgenus pachylophus.,colorado state university,1973,"['ABSTRACT OF THESIS BIOSYSTEMATIC STUDIES OF OENOTHERA L. SUBGENUS PACHYLOPHUS Evolutionary relationships of the ten species of Oenothera sub- genus Pachylophus were established on the basis of data from studies of morphology, cytology, distributions, habitat requirements and pol- lination ecology. It was found that the seven subspecies of Oenothera caespitosa Nutt., Oe. eximia A. Gray and Oe. psammophila (Nels. & Macbr. ) Stockhouse, form a closely related alliance. Ecogeographic differenti- ation and pollinator preferences have promoted evolution within this alliance. Chromosomal restructuring was minimal in the establishment of these taxa. Oenothera caespitosa Nutt. subsp. eximia (A. Gray) Munz and subsp. montana (Nutt. ) Munz var. psammophila (Nels. & Macbr. ) Munz were elevated to the specific level; Oenothera eximia A. Gray and Oenothera psammophila (Nels. & Macbr. ) Stockhouse. Oenothera cavernae Munz and Oe. brandegeei (Munz) Raven have differentiated recently from Oe. caespitosa through habitat specializa - tion, changes to the annual growth habit and a change from allogamy to autogamy. iii Reproduced with permission of the copyright owner. Further reproduction prohibited without permission. Oenothera tubifera Seringe in DC Prodr. and Oe. muelleri Munz were more distantly related to the above alliance through Oe. macrosceles A. Gray. Oenothera tubifera was probably of recent or - igin from muelleri. Oenothera primiveris A. Gray and Oe. xylocarpa Coville were shown to be more distantly related to the Oe. caespitosa alliance. Oenothera xylocarpa appears to have originated from Oe. primiveris. Evolution within the subgenus Pachylophus has occurred within the framework of minimal chromosomal restructuring, especially when compared with the more advanced subgenera of Oenothera. Pollination ecology studies of Oenothera caespitosa and Oe. psammophila indicated that the two were ethologically isolated by hawk- - moth pollinator preferences. Intra and interpopulation gene flow were studied. Interpopulation hawkmoth flights in excess of twenty miles were documented. It was suggested that the polytypic nature of many Oe. caespitosa populations may be due to hawkmoth mediated gene flow between populations. It was also shown that intersubspecific gene flow was probably occurring. Individual flowers of Oenothera caespitosa produced on the aver - age, 35 microliters of nectar. The sugar concentration of the nectar was found to be approximately 32%. It was calculated that approximate - ly 42 calories of energy were available in each caespitosa flower for iv Reproduced with permission of the copyright owner. Further reproduction prohibited without permission. hawkmoth consumption. It was also shown that hawkmoths may be de- - riving essential amino acids from nectar pollen mixtures occurring in the hypanthia of Oe. caespitosa flowers. Robert E. Stockhouse II Department of Botany and Plant Pathology Colorado State University Fort Collins, Colorado 80521 August, 1973 V Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
488,,"de long, richard allan",ph.d.,zoology,immunogenetics of salmonid serum proteins.,colorado state university,1973,"['ABSTRACT OF THESIS IMMUNOGENETICS OF SALMONID SERUM PROTEINS Serum proteins were studied in the fish family Salmonidae using two-dimensional single electroimmunodiffusion (2-D Single EID) as an effective technique for electrophoretic separation and electroimmuno- diffusion of complex macromolecules. Two-dimensional single EID was also an effective preparatory technique for the isolation of selected antigen-antibody precipitin loops. Use of these selected precipitin loops in immunization procedures allowed production of hyperimmune antisera that were useful in comparative immunodiffusion and electro- immunodiffusion tests. Sera from verious species were simultaneously compared two at a time using 2-D Single EID. Patterns of complete and partial identities were obtained for homologous proteins possessed by all salmonid species tested. Albumins showed complete identity patterns for all species of the western North American Salmo tested. A pattern of complete identity between albumins of coho salmon, Oncorhynchus kisutch, and Yellowstone cutthroat trout, Salmo clarki lewisi, likewise confirmed the close relationship of Oncorhynchus species with the western North American Salmo. A comparison of albumins from the European brown trout, Salmo trutta, and S. clarki lewisi resulted in a pattern of partial identity with a long spur. This supports the subgeneric designation of Parasalmo for the western North American Salmo. Albumins were also iii Reproduced with permission of the copyright owner. Further reproduction prohibited without permission. useful in demonstrating the degree of phylogenetic divergences between species from different subgenera and genera in the subfamilies Salmoninae and Thymallinae. Transferrins may be of value in delineating relationships between rainbow and cutthroat trouts and intraspecific groups of each. An F1 hybrid (S. clarki x S. gairdneri)gave a transferrin pattern of partial identity for the S. gairdneri transferrin when reacted with an S. clarki stomias antiserum. A unique pattern of partial identity with the formation of two spurs was obtained for transferrins from golden trout, Salmo aguabonita, and S. clarki stomias. The transferrin double partial identity pattern was considered to be supporting evidence that both species were derived evolutionarily from a recent common ancestor. Transferrin polymorphisms demonstrated by agarose gels may be further resolved by using acrylamide-agarose gels, cellulose acetate- gel media, and starch gel-agarose mixtures. Caution should be exercised in analyzing molecular variation in proteins. Genetic and environmental sources of variation are discussed as well as reasons for spurious heterogeneity. Richard A. De Long Department of Fishery and Wildlife Biology Colorado State University Fort Collins, Colorado 80521 October, 1973 iv Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
489,,"nordblom, gerald david",ph.d.,organic chemistry;energy,chlorinated pollutant photodynamics,colorado state university,1973,"[""ABSTRACT OF THESIS CHLORINATED POLLUTANT PHOTOD YNAMICS 1,1,1-Trichloro-2,2-bis(p-chlorophenyl)ethane - (DDT) was photolyzed in ethanol and cyclohexane with 3100 & light. Under nitro- gen the reaction yielded 1, 1-dichloro-2,2-bis(p-chlorophenyl - ethane and HC1. The reaction is quenched by oxygen and inhibited by n- hexyl mercaptan. A mechanism involving the 2,2-bis(p-chloro- phenyl)-1, 1 - -dichloroethyl radical is proposed. The photochemistry of DDT was found to evolve from a triplet excited state. Photolysis at 2537 & produced a complex reaction mixture and was not quenched by piperylene or oxygen or inhibited by mercaptan. Oxygen quenching at 3100 & may explain the inefficiency of DDT degradation by sunlight. Two DDT analoges, N-(a-trichloromethyl-p-methoxybenzyl)- p-methoxyaniline andN-(a-trichloromethyl-p-methoxybenzyl)-p methylaniline were photolyzed in diethyl ether under oxygen with 3100 & light. Quantitative yields of p-methoxy-a,a-dichloroaceto- phenone and p-methoxy or p-methylanilinium hydrochloride were formed. The results are explained using an electron transfer mechanism. Photolysis of 4, 4' -dichlorobiphenyl - (DCB) in alcoholic solvents under nitrogen at 3100 & yielded 4-chlorobiphenyl (MCB) and HC1. iii Reproduced with permission of the copyright owner. Further reproduction prohibited without permission. The reaction is quenched by oxygen and inhibited by n-hexyl thiol, t- butyl disulfide and to a small extent di-n-butyl sulfide. Photolysis in CH3OD did not lead to deuterium incorporation in MCB. Photolysis in non-alcoholic solvents yielded complex mixtures of products arising from an apparent radical reaction. In diethyl ether in the presence of CF 3 CO2 H photolysis of DCB at 3100 & yielded only MCB. Photolysis with CF3CO2D produced a kinetic isotope effect of 7.0. A mechanism involving an exiplex between an excited state of DCB and solvent is proposed. Gerald David Nordblom Chemistry Department Colorado State University Fort Collins, Colorado 80521 April, 1973 iv Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.""]"
490,,"niimura, masanobu",ph.d.,fluid dynamics;gases,plasma-solid interface energy transport.,colorado state university,1973,"['measure energy transport coefficients from Thomson scattered laser line profiles has been proposed and the results of numerical calcula- tions for the purpose are presented. Experimentally, the distribu- tion of the electron temperature and density of an argon arc plasma at the reduced and atmospheric pressures has been measured by Thomson scattering. From these data the degree of non-LTE and the anode fall energy transfer rate have been calculated. The ex- perimental results are discussed in relation to the theoretical pre- - dictions performed in this thesis. Masanobu Nimura Plasma Dynamics Laboratory Electrical Engineering Department Colorado State University Fort Collins, Colorado 80521 August, 1973 iv Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
491,,"teotia, jagdish singh",ph.d.,livestock,chemical pasteurization of poultry meat.,colorado state university,1973,"['ABSTRACT OF THESIS CHEMICAL PASTEURIZATION OF POULTRY MEAT Experiments were conducted to pasteurize poultry skin and meat, utilizing different chemicals, lysozyme, X-irradiation and microwaves. The chemicals tested were lactic acid, acetic acid, sodium carbonate, sodium borate, sodium chloride, potassium hydroxide, chlorine and ethylenediaminetetraacetic acid. Turkey skins and parts or whole carcasses were artificially contaminated with Salmonella senftenberg 775W or Salmonella typhimurium in concentrations ranging between 8x10³ to 9x105 viable cells per ml of contaminating fluid. After each treatment, samples were cultured, plated and tested according to standard methods to determine the susceptibility of Salmonella organ- isms to the particular treatment. Water alone destroyed Salmonella organisms at 88, 82 and 77°C, in 15 seconds on skin samples but failed to destroy the test organism at 71°C. Sodium carbonate in a 2 percent solution at pH 11. 4 elimi- nated the test organism at 71°C in 15 seconds on skin samples. A 0.5 percent lactic acid solution at pH 1. 7 to 2. 1 eliminated the test organism from skin samples at 66 and 71°C in 15 seconds. Three and four percent lactic acid solutions eliminated Salmon- - ella from turkey drumsticks in 90 minutes at 32°C, whereas a two iii Reproduced with permission of the copyright owner. Further reproduction prohibited without permission. percent lactic acid solution failed to destroy the test organism during the same time and temperature conditions. Three percent solutions of acetic acid failed to destroy Salmonella in 90 minutes at 32°C on drumsticks whereas a four percent solution of acetic acid destroyed the test organism in 90 minutes at 32°C. One and 1. 5 percent solution of potassium hydroxide eliminted the test organsim at 82°C in 60 seconds from drumsticks. Various solutions of sodium carbonate under various conditions inconsistently destroyed Salmonella on drumsticks. A 3400 and 2125 PPM chlorine solution failed to destroy the test organism on turkey drumsticks at 21 +2°C in 9 and 24 hours. Ten percent solution of sodium chloride did not eliminate Salmonella from drumsticks in 9 hours at 21 + 2° o C. A 12 percent sodium borate solution destroyed Salmonella and other bacteria on drumsticks in 9 hours at 21 +2°C. A combination of sodium borate and chlorine solution did not eliminate Salmonella from turkey drumsticks or turkey tails. All treatments, except the sodium borate, sodium chloride and sodium carbonate solutions, reduced the optical acceptability of the meat. A 0.1 percent solution of lysozyme reduced Salmonella to an undetected level on drumsticks at 21 + 2°C within three hours, whereas a 0. 5 percent solution of ethylenediaminetetraacetic acid failed to destroy the test organism under the same conditions. Eighty thousand rads of X-ray eliminated the test organism on turkey drumsticks but iv Reproduced with permission of the copyright owner. Further reproduction prohibited without permission. failed to remove it from the whole turkey carcass. Microwaves eliminated the Salmonella and other bacteria in 120 seconds from turkey drumsticks and 600 seconds from broiler chicken carcass. None of the treatments changed the appearance of the skin or meat, except that microwaves produced a partially-cooked - appearance of the meat. Jagdish Singh Teotia Animal Sciences Department Colorado State University Fort Collins, Colorado 80521 August, 1973 V Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
492,,"chappell, alonzo",ph.d.,livestock,metabolic fate of nitrogen-15 and carbon-14 labeled betaine.,colorado state university,1973,"['ABSTRACT OF THESIS 15 14 METABOLIC FATE OF N- AND C-BETAINE A study was conducted to determine if betaine was demethylated by rumen bacteria to methane and glycine, with the glycine being metabolized to ammonia and acetic acid, and to determine the effects of the energy level of the ration on betaine metabolism. Four types of betaine were used in this study: (1) unlabeled betaine hydrochloride, (2) betaine hydrochloride with the carboxyl 14 carbon labeled with C, (3) betaine hydrochloride with at least one 14 of the methyl-group labeled with C, and betaine hydrochloride with 15 N. The data showed that betaine metabolism was reduced as the energy level of the ration increased. On the low-energy ration, 42.13 per cent of the added betaine was metabolized as compared to 21.83 for the high-energy ration. The wo-dimensional paper chromatography failed to detect any radioactivity in glycine by scintillation counting and failed to detect any amino acids by scanning the whole sheet on a radiochromatogram scanner. A possible explanation could be that the glycine being syn- thesized was the only metabolized compound present and it was quickly metabolized to ammonia and acetic acid. iii The data showed that ammonia was being synthesized from the 15 15 N-betaine. This N-ammonia could be formed from glycine as hypothesized. The labeled carboxyl group of betaine was found only in acetic 14 acid. The per cent of ;activity that disappeared from the carboxyl labeled betaine that was recovered as acetic acid was 24.37 and 68.34 for low-energy and high-energy rations, respectively. The radioactivity from the 14 C labeled methyl groups of betaine was found in trimethylamine, carbon dioxide, and methane. These compounds accounted for 15.3, 4.19, and 19.67 per cent of the 14 C- activity that disappeared from the methyl-labeled betaine. The synthesis of methane indicated that demethylation of betaine was occurring. The pathway by which the carbon dioxide was formed was not determined. This study failed to prove conclusively that betaine was de- methylated to glycine which was in turn metabolized to ammonia and acetic acid, but added support to the probability of this pathway. Alonzo Chappell Animal Sciences Department Colorado State University Fort Collins, Colorado 80521 March, 1973 iv']"
493,,"acott, howard neil",ph.d.,school administration,reactions of auto mechanics terminees and supervisors to the importance and quality of auto mechanics training.,colorado state university,1973,"['ABSTRACT OF THESIS REACTIONS OF AUTO MECHANICS TERMINEES AND SUPERVISORS TO THE IMPORTANCE AND QUALITY OF AUTO MECHANICS TRAINING The objectives of this study were (1) to analyze the differences in responses of employed terminees and unemployed terminees of auto mechanics training programs and the re- sponses of supervisors of employed terminees as to the impor- tance of training received in auto mechanics in Colorado, (2) to analyze the differences in responses of employed termi- nees, unemployed terminees of auto mechanics training pro- grams and the responses of supervisors of employed terminees as to the quality of training received in auto mechanics in Colorado, (3) to analyze the differences in the responses of secondary and post-secondary program terminees as to the quality of training received, and (4) to develop an instru- ment for data collection which would be useful in conducting institutional follow-up studies. The terminees were selected program graduates of twelve secondary and post-secondary institutions offering auto mechanics training in Colorado. Supervisors were selected through being identified as such by the employed terminees. Five part response scales were developed based on the units of the Colorado Curriculum Guide in Auto Mechanics. iii Statistical tests included the chi square, analysis of variance, and the T test. The following conclusions were made: (1) both termi- nees and supervisors rated quality of training significantly lower than they rated importance of training, (2) in some instances, terminees rated importance of training higher than did the supervisors, (3) terminees rated quality of training higher than did the supervisors, and (4) mailed question- naires were an inefficient method of data collection. Howard Neil Acott Vocational Education Department Colorado State University Fort Collins, Colorado 80521 August, 1973 iv']"
494,,"creighton, phillip david",ph.d.,ecology,habitat exploitation by an avian ground-foraging guild.,colorado state university,1974,"[""ABSTRACT OF DISSERTATION HABITAT EXPLOITATION BY AN AVIAN GROUND-FORAGING - GUILD Mechanisms employed by sympatric species to effectively parti- tion a habitat have offered a rich avenue for ecological investigations. The majority of community comparisons have been concerned with competitive interactions of closely related species, however ecologi- cal similarity need not reflect close taxonomic relationships. The guild concept was used in this study as a technique for comparative community studies. The guild is a functional category combining species that overlap significantly in their ecological requirements, but differ slightly in methods of extracting their requisites. This study's objectives were to determine habitat exploitation patterns of Horned Larks (Eremophila alpestris), Lark Buntings (Calamospiza melanocorys), McCown's Longspurs (Calcarius mccownii), and Chestnut-collared Longspurs (Calcarius ornatus); and to isolate methods used to minimize competitive interactions between these species. Because the four species do exploit the same habitat in simi- lar ways, they qualify for guild membership--the - ground-foraging guild. Parameters of habitat exploitation of this guild were investigated on the Pawnee National Grassland in northcentral Colorado from 1970 iii Reproduced with permission of the copyright owner. Further reproduction prohibited without permission. through 1972. The habitat was viewed as potentially being partitioned in space, time and diet. Time budget analysis, catalogs of how and where individuals spend their time, was used to quantify adaptive relationships found in the guild. Measures of habitat features and vegetation structure associated with guild members were made at 20 randomly-selected, 10.2 ha plots. Areas occupied by guild members differed significantly in the cover- age of shortgrass, midgrass, sedges and exposed soil. In part, these habitat differences resulted from nest-site requirements of the four species. Lark Buntings and Chestnut-collared Longspurs nested in close association with midgrasses and shrubs. Interspecific associa- tion analysis indicated that McCown's Longspurs and Horned Larks, and hestnut-collared Longspurs and Lark Buntings were significantly (P<<.01) associated with each other, while the two longspurs were significantly (P < .01) disassociated. Temporal segregation was accomplished by guild members con- centrating nesting at slightly different times of the breeding season. In 1971, Horned Larks initiated most (78%) of their nests in April and May with a nesting peak during the week of 2 May. The nesting peak of McCown's Longspurs was 2 weeks behind that of Horned Larks. Lark Bunting nesting peaks occurred during late May and early June. No recognizable nesting peak was found in Chestnut-collared Long- spurs. Temporal overlap for the entire breeding season was lowest between Horned Larks and McCown's Longspurs, species highly iv Reproduced with permission of the copyright owner. Further reproduction prohibited without permission. associated spatially; and between Horned Larks and Lark Buntings, the two most abundant species during the breeding season. Species not spatially associated had high degrees of temporal overlap. Foods fed to nestlings were used as an index of food specializa- tion occurring within the guild. Orthopterans formed the buld of nestling diet for Lark Buntings, Chestnut-collared and McCown's Longspurs. Coleopteran were of major importance in nestling Horned Lark diet. Mean prey item length of nestling Lark Buntings was sig- nificantly (P < . 05) larger than average items of other guild members. An average diurnal diet returned to nestlings by males, and dietary overlap within the guild are also described. Differences in the fre- quency that various food items were procured also contributed to efficient habitat utilization. The use of the guild concept in analysis of community structuring in the shortgrass prairie indicates that habitat partitioning is achieved through combinations of adjustments and divergences in use of time, space and food; and species coexistence results from a complex of compromises serving to reduce the intensity of competition between species exploiting the same habitat. Phillip D. Creighton Department of Zoology and Entomology Colorado State University Fort Collins, Colorado March, 1974 V Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.""]"
495,,"mendelson, sheldon ray",ph.d.,vocational education,relationship between innovative teachers and student achievement and career aspirations.,colorado state university,1974,"[""ABSTRACT RELATIONSHIP BETWEEN INNOVATIVE TEACHERS AND STUDENT ACHIEVEMENT AND CAREER ASPIRATIONS The purpose of the study was concerned with identifying the type of innovative teacher who made the most significant impact on student achievement and career choice, and whether or not the use of innovative ideas and methods was effective in helping the students achieve better and choose a career. The investigator gathered general and demographic information from a limited sample of teachers as well as information about the types of innovative ideas and methods employed by the teachers. Analysis of variance was used to test any significant differences between factors identified by the Instructor's Recordkeeping Inventory (IRI) and student achievement scores, identified by the Recordkeeping Achievement Inventory (RAI). . Since the investigation was limited in scope in terms of not having a large random sample, the investigator had to rely on teachers who were willing to participate in this exploratory type of study in a course in recordkeeping. Consequently the investigator found that a variety of teacher factors made no significant impact on student achievement including years of teaching experience, years iii of salaried work experience, years of teaching recordkeeping and percent of time devoted to teaching recordkeeping. However, the investigator did find a significant positive relationship between the frequency of adoption of innovative ideas and methods by the teacher and student achievement. The students indicated that the teachers who employed classroom assignments, job simulation and their own work experiences made more of an impact on student career choice than counseling and career tests. Since the investigator's conclusions were limited to the teachers and their students identified in the study, further research is recommended employing a more rigorous design in determining the population so any further results may be more conclusive. Sheldon R. Mendelson Vocational Education Department Colorado State University Fort Collins, Colorado 80521 November, 1973 iv""]"
