etd_file_id,text
11,"['2', 'ABSTRAC T', 'Early in 1960 the World Health Organization, a', 'specialized agency of the United Nations, invited twenty', 'reknowned architects from all over the world to partici-', 'pate in a restricted competition for the design of a new', 'WHO Headquarters building to be erected in Geneva,', 'Switzerland.', 'The program of the competition presented the', 'customary requirement for a modern European administra-', 'tion building of a representative rather than commercial', 'character: namely, the partition into small office cells,', 'all of which must receive direct daylight. The height of', 'the construction was limited to approximately ten stories', '(131.23 feet) above the ground level.', 'On April 15-18th the entries were judged. Three', 'of the designs submitted were spot-lighted and honored', 'with prizes (See Appendix V). All of these three', 'prize-winning design proposals attemped to meet the require-', 'ments only in the customary way, using the long, flat-box', 'building form, 100 to 140 meters long ( 328.08 to 459.32', 'feet), ten stories high, and composed of individual cells,', 'organized in a double-loaded corridor Bystem.', 'We know that this type of designing is not based on', 'consideration of three dimensional relationships, but upon'] ['3', 'the system of mere mathematical sequence. The site is not', 'a part of the composition nor blended in with the total', 'design. The site is treated like a step-child; it becomes', 'something left over once the ground plan of the building', 'has been cut out.', 'Theoretically, this giant-type of administration', 'design was developed to conserve valuable ground in badly', 'congested areas of cities. But now these monsters are', 'also appearing out in the green countryside. Apparently', 'many people see nothing detrimental in bringing such build-', 'ings into the country, although they were originally develop-', 'ed to suit completely different circumstances. Now they are', 'marring the free space outside the cities, standing there', 'with no relation to their surroundings, shutting off the', 'natural beauty of the landscape, in this case, the Swiss', 'Alps, the beautiful mountain pastures, and Lake Geneva.', 'Is it either necessary or proper to design the new', 'Headquarters of the WHO to be such a conventional box?', 'Are there not social implications in technology that makre', 'questionable the universal use of such purely technical', 'products a.s these office buildings? Are we not dealing', 'here with a conformiet pattern which fails to consider', 'problems of city planning or of human nature?', 'It is the purpose of my Thesis to examine the', 'content and value of this currently popular pattern of'] ['4', 'architecturel thinking as shown in the WHO competition, to', 'indicate the possibilities of interpreting the administration', 'building for the World Health Organization from a different', 'point of view, and to support this interpretation by a', 'counter propossl.']"
12,"['2.', '038', 'Cocommutative Hopf Algebras', 'with Antipode', 'by', 'Moss Eisenberg Sweedler', 'Submitted to the Department of Mathematics on August 31,', '1965, in partial fulfillment of the requirements for the', 'degree of Doctor of Philosophy.', 'Abstract', 'In the first chapter the preliminaries of the theory', 'of Hopf algebras are presented. The notion and properties', 'of the antipode are developed. An important filtration is', 'induced in the Hopf algebra by its dual when the Hopf alge- -', 'bra is split. It is shown conilpotence and an algebraically', 'closed field insure a Hopf algebra is split. The monoid of', 'grouplike elements is studied.', 'In the second chapter conditions for an algebra A --', 'which is a comodule for a Hopf algebra H --to be of the', 'form A 711 B H (linear isomorphism) are given. The dual', 'situation is studied. The graded Hopf algebra associated', 'with a split Hopf algebra decomposes in the above manner.', 'Chapter III contains the cohomology theory of a', 'commutative algebra which is a module for a cocommutative', 'Hopf algebra. There is extension theory and specialization', 'to the situation the Hopf algebra is a group algebra.', 'Chapter IV is dual to chapter III.', 'Chapter V is devoted to coconnected cocommutative Hopf', 'algebras, mostly in characteristio p > 0 . There, the', 'notion of divided powers is developed and shown to charac-', 'terize the coalgebra structure of a class of Hopf algebras.', 'The Hopf algebras are shown to be extensions of certain sub', 'Hopf algebras by their primitive elements.', 'Thesis Supervisor: Bertram Kostant', 'Title:', 'Professor of Mathematics']"
13,"['ABSTRACT', 'ON THE MECHANICS OF TWIST INSERTION', 'by', 'ALY H. M. EL-SHIEKH', 'Submitted to the Department of Mechanical Engineering', 'Fibers and Polymers Division, on May 14, 1965 in', 'Partial Fulfillment of the Requirements for the Degree of', 'Doctor of Science in Mechanical Engineering', 'This investigation is directed toward an improved under-', 'standing of the mechanisms and actions taking place in the', 'textile twisting process. During conventional twisting, material', 'is fed into the system at a constant rate and in the form of a', 'flat ribbon, composed either of continuous filaments or short', 'discontinuous fibers such as cotton or wool. Upon passing the', 'delivery point, the ribbon is continuously twisted into a compact', 'yarn structure. During twisting, the different filaments', 'comprising the ribbon compete for the central position in the', 'yarn structure. The difference in fiber path lengths between', 'inner and outer yarn layers leads to tension variation between', 'the fibers and this, in turn, causes a continuous change of fiber', 'position along the yarn length.', 'The mechanism of this fiber interchange, or migration, was', 'studied theoretically and experimentally. It was found that in', 'open structures outward migration occurs when predetermined slack', 'develops in the pretwist zone. In closed structures, outward', 'migration occurs when the central fiber buckles compressively', 'against the surrounding fiber matrix. The experimentally', 'measured migration frequencies agreed well (within 10-20%) with', 'the theoretically predicted values.', '-ii-'] ['Further downstream in the twisting zone the newly formed', 'structure whirls around a rotating spindle in a twisting', 'balloon. Twist distribution in this zone was analyzed, taking', 'into consideration geometrical effects coupled with the torsional', 'and bending rigidities of the yarn. Twist variation across both', 'the twisting element (traveller) and the yarn guide (pig tail)', 'was also computed. The resulting prediction of yarn twist', 'distribution was verified by measurements using high speed', 'photography on a specially constructed model twisting unit.', 'The twist distribution along the yarn and, in particular,', 'the twist level developed at the point of yarn formation,', 'affects not only the fiber migration pattern but also the overall', 'efficiency of the twisting process. In this critical region the', 'yarn was found to have approximately 60% of its final twist. It', 'is essential that the fibers are twisted here at such a rate as', 'to provide cohesive strength capable of withstanding the tensions', 'arising from the rotating balloon. The interactions between yarn', 'twist and strength and twist versus tension in the twisting oper-', 'ation were considered in detail. A method for predicting yarn', 'breakage on the basis of these interactions is proposed.', 'In addition to the above-mentioned actions involved in', 'twisting, several secondary effects were considered. They include', 'twist variation with ring rail motion; fiber drafting in the', 'twisting zone; and the changing geometry of the twist triangle.', 'The study focuses on important yarn structural effects which', 'relate to twisting conditions and it leads to several suggestions', 'for process improvements which should be considered in current', 'mill practice.', '-iii-']"
14,"['V', 'ABSTRACT', 'The City of Boston has a history which warrants the building of', 'an historical museum. Such a museum might well be built upon the site', 'currently occupied by the soon to be replaced City Hall. It would', 'have to conform to certain special requirements in order to effectively', 'safeguard its collection, but it would also have to be organized in a', 'clear manner so that the collection could be easily and logically', 'viewed.']"
17,"['038', 'AUTOMATIC GENERATION OF THERMODYNAMIC NETWORKS', 'by', 'Gerald Gruber', 'Submitted to the Department of Chemical Engineering', 'on September 21, 1964, in partial fulfillment of the require-', 'ments for the degree of Doctor of Science in Chemical Engi-', 'neering.', 'ABSTRACT', 'An attempt has been made to generate, automatically,', 'a thermodynamic network, from the measuring of the required', 'data to the final calculation of thermodynamic properties.', 'Based on a study of available instrumentation, an experimen-', 'tal system is proposed that will measure volumetric data, to', 'an accuracy of about 1.0 per cent, for a gas, by means of a', 'mass and volumetric flowmeter. A computor program was written', 'that will calculate a thermodynamic network from the data', 'measured in the proposed experiment. It is also possible to', 'use the computor program to calculate a thermodynamic net-', 'work from volumetric data already in the literature.', 'In order to check the accuracy of the computor pro-', 'gram in treating experimental data, the thermodynamic proper-', 'ties of nitrogen were calculated, and compared with the', 'thermodynamic properties of nitrogen existing in the litera-', 'ture. It was found that good agreement was achieved when', 'volumetric data of 0.1 to 0.01 per cent accuracy were used', 'as input to the computor program. The results calculated', 'in this work were compared with three other sets of results.', 'When comparisons are made with each set of results, there', 'are no significant differences. Some of the thermodynamic', 'properties that were calculated and compared were the', 'enthalpy, entropy, constant pressure heat capacity, fuga-', 'city coefficient and Joule-Thomson coefficient.', 'The thermodynamic properties of nitrogen were also', 'calculated from volumetric data that had a random error of', '1.0 per cent, and from volumetric data that were rounded to', 'only two significant figures. In each instance, the result-', 'ing thermodynamic properties of enthalpy entropy and heat', 'capacity were compared with the corresponding properties cal-', 'culated from volumetric data with no purposely introduced'] ['error. In both cases the agreement was good. The differ-', 'ences found in the comparisons were of the same order of', 'magnitude as the differences found between the various sets', 'of thermodynamic properties found in the literature. This', 'would indicate that errors of about 1.0 per cent in the', 'volumetric data do not have a significant influence on the', 'calculated thermodynamic network.', 'By combining the proposed experiment with the com-', 'putor program that was developed, it is possible to generate', 'a thermodynamic network in an automatic manner. Volumetric', 'data could be measured with an accuracy of about 1.0 per', 'cent, and the calculated thermodynamic network would be of', 'sufficient accuracy for most engineering purposes. This', 'could be done much quicker, and with less expense, then has', 'previously been the case.', 'Thesis Supervisors: Robert C. Reid,', 'Associate Professor', 'of Chemical Engineering', 'Charles M. Mohr,', 'Assistant Professor', 'of Chemical Engineering']"
18,"['PERFORMANCE OF HYDROFOIL SYSTEMS', 'Abstract', 'Results are presented of a study of the probable', 'performance of water surface craft supported by hydro-', 'foil systems operating in ocean waves, and of the effects', 'of all the factors which are expected to influence the', 'performance. Attention is centered particularly on the', 'rising and pitching motions of the system and on the', 'establishment of conditions for which ventilation -', 'sudden aeration of the hydrofoil surfaces - is imminent.', 'Derivation of the equations of motion of a hydro-', 'foil system is preceded by preparatory studies of the', 'lift on a hydrofoil near a free surface, the mechanisms', 'of cavitation and ventilation of a lifting hydrofoil,', 'and the pertinent properties of ocean waves.', 'Theories are developed and correlated with analyses', 'of existing experimental data to give relations of design', 'and analytical value concerning the lifting properties', 'and the ventilating characteristics of hydrofoils as', 'affected by their orientation with respect to the free', 'surface.', 'The equations governing the pitching and rising', 'motions of hydrofoil systems are derived in general form.', 'Two basic types are considered: rigid systems using', 'variable area to maintain elevation, and non-rigid systems'] ['using incidence control. When the area of submerged', 'hydrofoils is variable these equations are found to', 'contain non-linear terms of the same order of magni-', 'tude as the linear terms.', 'Several preliminary approximate analyses are', 'made of the equations, including linearization and', 'reduction to one degree of freedom. Finally, the', 'method of solving the complete equations for variable-', 'area systems by means of a recently-developed electronic', 'differential analyzer is explained, and the results', 'of approximately 450 solutions are presented with', 'pertinent conclusions.', 'It is found that it is of paramount importance', 'to use the deepest hydrofoils permissible whenever', 'possible, at least as deep as the height of the largest', 'waves to be traversed. The largest possible ratio of', 'boat - length to chord-size and the smallest ratio of', 'radius of gyration to boat-length should be used.', 'It is shown that as the speed of a hydrofoil', 'system is increased, its stability is reduced and its', 'susceptibility to cavitation and ventilation increased,', 'so that careful design of the load distribution on the', 'hydrofoils is of critical importance at high speeds.', 'The transient performance of a hydrofoil', 'sy stem entering a wave near its crest is found to be', 'very much worse than its steady-state performance.'] ['The combined effects of increasing speed and of', 'changing direction of travel with respect to the waves', 'are studied for hydrofoil systems of several configurations', 'traveling in waves of varying size and steepness.', 'It is concluded that at moderately high speeds', '(up to 80 feet per second) a carefully designed rigid', 'hydrofoil system traveling in waves having a height', 'which is less than the running depth of the foils should', 'exhibit good stability and smooth performance. In', 'larger waves the system will probably undergo transient', 'motions of intolerable character. At higher speeds,', 'automatic incidence control may be necessary.']"
19,"['ABSTRACT', 'In this paper, a technique for determining the power spectral density of atmos-', 'pheric turbulence based upon the Wiener - Lee theory of a system response to a', 'random forcing function is developed. The technique is then applied to the', 'records of measured airplane response to turbulent air.', 'The flight test data consists of six flights representing four different meteoro-', 'logical conditions. The results presented in Fig. 1 when reduced to an auto-', 'correlation function in terms of distance through the air mass show no significant', 'statistical difference between the vertical velocity components of the turbulent air', 'mass for the four meteorological conditions tested. The only significant difference', 'apparent is the mean power of the turbulence or the intensity of the gusts given in', 'Table 1.', 'To aid in reducing the flight test data, a correlation computer was designed and', 'built. This computer reduced the computation time by a factor of ten.', 'The power spectral density of the rate of change of vertical velocity of the gusts', 'span-wise was also determined for one flight. This component of turbulence, which', '10', 'NOTE:', 'Plotted points computed by', 'as', 'Correlation Computer.', 'Solid curve drown from data', 'computed by I.B.M. punch', 'card method.', '0.6', 'LEGEND:', 'CONDITION # 1 o FLIGHT #85$86 (175 mph)', 'CONDITION #2 o FLIGHT #87889 (175 mph)', 'A', 'CONDITION ""3 - FLIGHT # 90', '(175mph)', '0.4', 'CONDITION #4 A FLIGHT #91', '((230mph)', '6', 'A', '02', 'o', 'A', 'A', 'A', '@', 'E', 'e', 'El', 'o', 'A', 'A', 'A', 'A', 'o', 'o', '100', '200', '300', '400', '500', '600', '700', '800', '900', '1000', 'CORRELATION INTERVAL, d, in Feet', 'FIG. 1', 'THE NORMALIZED REDUCED CORRELATION FUNCTION OF THE RESPONSE OF A B-25J AIRPLANE TO ATMOSPHERIC', 'TURBULENCE FOR FOUR DIFFERENT METEOROLOGICAL CONDITIONS.', 'vii'] ['TABLE 1', 'Mean Power of', '""Root-Mear Square', 'Meteorological', '0 Response', 'of é Response', '.', 'Condition', '[(RMS) (b) ]', 'in [deg/sec]2', 'in [deg/sec]', 'Unstable air mass', '. 0987', '. 3142', 'Water - land discon-', 'tinuities', '. 1672', '. 4089', 'Thunderstorms', '. 1038', '.', '3222', 'Mountainous terrain', '. 1224', '. 3499', 'influences the airplane primarily in r oll, could not be determined with the degree of', 'certainty possible for the longitudinal data due to the inadequate length of the records.', 'However, on the basis of this limited data, a tentative conclusion can be made that', 'the spectrum of this lateral component is not essentially different from the longitu-', 'dinal component.', 'viii']"
24,"['ABSTRACT', 'STALL PROPAGATION IN AXIAL COMPRESSORS', '(Submitted to the Department of Mechanical Engineering on', 'May 10, 1955, in partial fulfillment of the requirements', 'for the degree of Doctor of Science in Mechanical Engineering). .', 'A theory of stall propagation in a cascade of airfoils of', 'high solidity has been developed which includes the effects of', 'finite blade chord and of the boundary layer response to changes', 'in angle of attack. The theory is valid for small perturbations', 'in velocity about a mean flow condition with finite pressure', 'rise across the cascade, provided that the pressure fluctuations', 'behind the cascade are much smaller than those ahead of the cas-', 'cade. The solution for the velocity of stall propagation in- -', 'dicates that the velocity increases with the wave length of the', 'stall cell, tending towards a limiting value for very large', 'stall cells. The wave length of the stall cells at the beginning', 'of rotating stall is dependent on the magnitude of the boundary', 'layer time delay.', 'The theory predicts propagation velocities within 25% over', 'a wide range of wave lengths for a stationary circular cascade', 'and a rotating blade row which have been tested. The experi-', 'ments have confirmed that an increase in wave length is accompa-', 'nied by an increase in propagation velocity if other parameters', 'are unchanged.', 'Thesis Supervisor: Edward S. Taylor', 'Title: Professor of Aircraft Engines']"
25,"['2°', '38', 'Calendering of an Elastic-viscous Matorial', 'Poul R. Pasluy', 'Submitted to the Department of Mechanical Engineering on Docember 17, 1954', 'in partial fulfillment of the requirements for the degree of Doctor', 'of Science in Mechanical Enginsering.', 'Abstract', 'Calendering is the term applied to the process of rolling bulk plestics', 'into sheets. This process is widoly used in industry for the production of', 'plastic sheets and linoleum. In this process as well as any large-scale', 'industrial process there is always the desire to have a given piece of equip-', 'ment produce the largest amount of its product possible. For this reason', 'an analytical approach to the problem scemed useful.', 'A study of the flow of an elsstic-viscous materinl thet is being', 'calendered is undertaken. The solution of this problem is known for the', 'case of a viscous material. Advantage is taken of the viscous solution to', 'prodict the behavior of an elastic-viscous material whose properties are', '""almost"" viscous. The problem is broken into two parts, as follows:', '1. is stress-strain rate equation is chosen that can give suitable', 'predictions for simple types of flows while remaining simple', 'enough to work with. This equation is given below.', 'Sij', 'Sij', '(I+aJz)ey =', '+', '2n', '26', 'Jf = second invariant of the strein rate tensor', 'ei== strain', 'Sij = reduced stress', 'n = viscosity', 'G = shear modulus', 'a = parameter selected to match material in question', '2. An approximate solution of the calendering problem is obtnined and', 'calculated results are given to determine the effect of Beveral', 'parameters. (A formal perturbation solution is given in the Appendix.)', 'This solution indicates the effect of elesticity on the calendering of', 'a material which is very close to being viscous. This solution can be', 'used as a guide in selecting suitable speeds of operation for calendering', 'when the material to be calendered exhibits elastic as well as viscous', 'behavior.', 'Thesis Supervisor: E. Orowan', 'Title: Professor of Mechanical', 'Engineering']"
26,"['38', '- ii -', 'OXIDATION STUDIES IN METAL-CARBON SYSTEMS', 'By', 'Watt Wetmore Webb', 'Submitted to the Department of Metallurgy on May 16, 1955', 'in Partial Fulfillment of the Requirements for the Degree of', 'Doctor of Science', 'ABSTRACT', 'A theoretical analysis of the behavior of carbon during', 'the high temperature oxidation of metal-carbon alloys in-', 'dicates that in some systems carbon oxides may be evolved at', 'the alloy-oxide interface preventing the formation of a pro-', 'tective metal oxide while in other systems carbon may diffuse', 'away from the interface permitting retention of a protective', 'metal oxide layer. Criteria for predicting behavior in limit-', 'ing cases have been established.', 'Oxidation experiments in the systems manganese-carbon,', 'nickel-carbon, tungsten-carbon and titanium-carbon confirmed', 'the theoretical analysis and contributed to the understanding', 'of oxidation of these systems.', 'An auxilliary investigation into the oxidation kinetics', 'of tungsten between 700 and 1000°c revealed the presence of', 'two conjugated oxide layers only one of which is protective.', 'A mathematical formulation of the oxidation kinetics was', 'worked out and found to agree with the experimental data.', 'Initially the oxidation rate is proportional to the inverse', 'square root of the reaction time but as the reaction progresse', 'the rate approaches a constant value and the protective oxide', 'layer approaches a constant thickness.', 'Thesis Supervisors : Carl Wagner', 'John T. Norton', 'Professors of Metallurgy']"
27,"['ABSTRACT o F T HESIS', 'Title: A CRITICAL SURVEY OF PUBLISHED PHYSICAL PLANNING P RINCIPLES', 'Author: Thomas A. Reiner', 'Submitted to the Department of City and Regional Planning on', 'May 23, 1955, in partial fulfillment of the requirments for', 'the degree of Master in City Planning.', 'Objectives:', 'The object of this thesis is, first, to determine the sources', 'and the content of certain physical planning principles and', 'to establish on what assumptions and other bases these rest', 'in order to assess these realistically. Secondly, this crit-', 'ical survey was conducted to determine the areas of essential', 'agreement and disagreement so far as these principles are', 'concerned.', 'Procedure:', 'Th e source material was a large segment of the planning lit-', 'erature published since 1895 and concerned wi th the whole', 'range of problems, especially of a physical nature, which', 'characterizes the contemporary urban environment. Given the', 'synoptic nature of the field of City Planning, considerable', 'attention was devoted to proposals for the ideal city.', 'The decision was made to focus on principles of the middle', 'range between the levels of excessive specificity and gene-', 'rality. The critical survey centered on four interrelated', 'areas: 1) The proposals regarding the over-all form of the', 'city, distribution and relationship of use areas within the', 'city, and the place of the city in the larger region, 2) the', 'basic circulation pattern, 3) considerations of optimum size,', 'and 4) the development of density standards.', 'The analysis was presented historically; within the four', 'major periods of the last sixty years, the proposals were', 'studied in terms of five categories of city form.', 'Findings:', 'The development of physical principles, of the whole field', 'itself, shows maturity in their response to real and pressing', 'problems. On the other hand, all too often there has been', 'an unwarranted reliance on simple assertions, preliminary', 'findings or sheer opinions, as well as unsophisticated ex-', 'cursions into alien disciplines in search of principles.'] ['A large area of agreement was uncovered. In the literature,', 'one finds the underlying assumption that there is a causal', 'relationship between the sphysical environment on on hand and', 'the social and economic life of the city and its inhabitants', 'on the other. There is, secondly, considerable dissatis-', ""faction with the city's physical arrangement which leads so"", 'often to social ills. A city, thirdly, is seen as composed', 'of a hierarchy of units (with definited suggested limits', 'for most of the levels); these units can be employed to im-', 'prove social conditions. The city should also be composed', 'of functionally differentiated areas. Circulation, too,', ""should be'zoned by type, and is said to have uses other"", 'than simple motion, too.', 'Disagreement was found on the issue of compact vs. open', 'development and the degree of independence or dependence', 'units of a city should have. The proposals for optimum pop-', 'ulation per unit of a city show a variety of findings,', 'sources, and assumptions. Similarly, many opinions exist', 'on whether total city size should be limited or whether one', 'should plan for growth. Density standards vary too, and', 'often ,like population optima, have social reconstruction', 'bases. Finally, there is the full r ange of form proposals', 'and circulation schemes, each with certain c haracteristic', 'advantages and disadvantages.', 'Thesis Supervisor', 'Burnham Kelly']"
30,"['2', '38', 'ABSTRACT', 'X-RAY DIFFRACTION ANALYSIS OF THE STRUCTURE OF DEOXYRIBONUCLEIO ACID', 'by', 'Harold Winfield Wyckoff', 'Submitted to the Department of Biology on June 6, 1955 in partial', 'fulfillment of the requirements for the degree Doctor of Philosophy,', 'Three distinct types of X-ray diffraction pattern were obtained', 'from DNA isolated from calf thymus by the Schwander-Signer method.', 'One of these, obtained with the specimen immersed in 85 per cent', 'ethanol, was indistinguishable from the patterns in the literature of', 'type A. A pattern (designated B3) similar to the B pattern of the', 'literature but exhibiting much more detail was obtained with the', 'specimen immersed in 70 per cent ethanol and held under mild tension.', 'The axial repeat period was 34.2 A and the spacing between helix axes', '(in a hexagonal array) was 25.2 A. A lattice containing a frequent', 'quantized defect was derived. A pattern (designated B2) resembling', 'the B pattern more closely than the A pattern was obtained from DNA', 'immersed in 85 per cent ethanol and stretched 55 per cent. The axial', 'repeat period was 32.5 A. The specimen was crystalline. Mechanical', 'and optical studies were used to correlate the A to B2 transition', 'observed by X-ray diffraction with the mechanical and optical studies', 'in the literature. Completely reversible 2 fold elongation was', 'observed.', 'A molecular model for DNA in the B3 form was derived. It is in', 'substantially `better agreement with the X-ray data than the Watson and', 'R', 'Crick model. The basic assumptions of the latter are maintained. It', 'was necessary to hypothesize a new configuration for the deoxyribose.', 'In the model the two backbone chains are helically arranged outside', 'the base pairs with 10 residues per 34 A turn. The phosphorus atoms', 'are located on helices of 9.9 A radius axially displaced from each', 'other by 0.4412 turns, The centers of all of the atoms of the base', 'pair (except two hydrogens) are ithin 5.1 A of the axis.', 'Many aids to analysis were developed that will be of use in any', 'structure determination involving nucleic acid, including refinement of', 'optical diffraction technique and instrunentation, a method for taking', 'the water of hydration into account by modifying the weights of the', 'atoms of the main structure, simplification and graphical representation', 'of the diffraction equations, and design of a three dimensional model', 'kit.', 'X-ray difiraction patterns were obtained from DNA stained with', 'acridine orange that exhibited the same type of lattice as that', 'derived for the B3 pattern. The axial repeat was 34 A and the', 'distance between helix axes was 21.4 A. A plausible type of structure', 'was derived for the complex and correlated with the results of com-', 'plexing studies carried out in dilute solution. Denaturation vastly'] ['3', 'changed the complexing in solution,', 'The results of spectroscopic studies on the complexing of acri-', 'flavine and MgCl2 are reported and data concerning the ""solubility"" of', 'DNA in alcoholic solutions is presented.', 'Thesis Supervisor: Richard S. Bear', 'Title:', 'Professor of Biophyical Chemistry']"
